Category,Description,Carbohydrate,Cholesterol,Choline,Fiber,Kilocalories,Protein,Sugar Total,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Total Lipid
SHAKE,"SHAKE,FAST FD,STRAWBERRY",18.9,11,0,0.400000006,113,3.4,0.0,74.1,0.0,0.0,1.734,2.8
SHALLOTS,"SHALLOTS,RAW",16.8,0,0,0.0,72,2.5,0.0,79.8,0.014,0.039,0.017,0.1
SHARK,"SHARK,MIXED SPECIES,RAW",0.0,51,65,0.0,130,20.98,0.0,73.58,1.808,1.195,0.925,4.51
SHEEPSHEAD,"SHEEPSHEAD,CKD,DRY HEAT",0.0,64,0,0.0,126,26.02,0.0,69.04,0.35,0.382,0.36,1.63
SHERBET,"SHERBET,ORANGE",30.4,1,8,1.299999952,144,1.1,24.31999969,66.1,0.53,0.08,1.16,2.0
SHORTENING,"SHORTENING,INDUSTRIAL,SOY (PARTIALLY HYDR )&CORN FOR FRYING",0.0,0,0,0.0,884,0.0,0.0,0.0,40.824,36.038,17.416,100.0
SHORTENING BREAD,"SHORTENING BREAD,SOYBN (HYDR)&CTTNSD",0.0,0,0,0.0,884,0.0,0.0,0.0,33.0,40.6,22.0,100.0
SHORTENING CAKE MIX,"SHORTENING CAKE MIX,SOYBN (HYDR)&CTTNSD (HYDR)",0.0,0,0,0.0,884,0.0,0.0,0.0,54.2,14.1,27.2,100.0
SHORTENING CONFECTIONERY,"SHORTENING CONFECTIONERY,COCNT (HYDR)&OR PALM KERNEL (HYDR)",0.0,0,0,0.0,884,0.0,0.0,0.0,2.2,1.0,91.3,100.0
SHORTENING FRYING (HVY DUTY),"SHORTENING FRYING (HVY DUTY),BF TALLOW&CTTNSD",0.0,100,0,0.0,900,0.0,0.0,0.0,38.5,8.8,44.9,100.0
SHORTENING FRYING (REG),"SHORTENING FRYING (REG),SOYBN (HYDR)&CTTNSD (HYDR)",0.0,0,0,0.0,884,0.0,0.0,0.0,58.2,22.0,15.4,100.0
SHORTENING FRYING HVY DUTY,"SHORTENING FRYING HVY DUTY,SOYBN HYDR,LINOLEIC 30% W/SILICON",0.0,0,0,0.0,884,0.0,0.0,0.0,43.7,33.5,18.4,100.0
SHORTENING INDUSTRIAL,"SHORTENING INDUSTRIAL,SOYBN (HYDR)&CTTNSD",0.0,0,0,0.0,884,0.0,0.0,0.0,58.0,12.0,25.6,100.0
SHRIMP,"SHRIMP,MXD SP,CND",0.0,252,81,0.0,100,20.42,0.0,75.85,0.108,0.684,0.188,1.36
SIDE DISHES,"SIDE DISHES,POTATO SALAD",13.53,60,0,0.0,114,1.53,0.0,78.73,1.69,3.02,1.03,6.03
SILK CHAI,"SILK CHAI,SOYMILK",7.82,0,0,0.0,53,2.47,5.760000229,87.62,0.0,0.0,0.206,1.44
SILK CHOC,"SILK CHOC,SOYMILK",9.47,0,0,0.800000012,58,2.06,7.820000172,86.39,0.0,0.0,0.206,1.44
SILK COFFEE,"SILK COFFEE,SOYMILK",10.29,0,0,0.0,62,2.06,9.470000267,85.56,0.0,0.0,0.206,1.44
SILK LT CHOC,"SILK LT CHOC,SOYMILK",9.05,0,0,0.800000012,49,2.06,7.820000172,87.63,0.0,0.0,0.0,0.62
SILK LT PLN,"SILK LT PLN,SOYMILK",3.29,0,0,0.400000006,29,2.47,2.470000029,92.77,0.0,0.0,0.0,0.82
SILK LT VANILLA,"SILK LT VANILLA,SOYMILK",4.12,0,0,0.400000006,33,2.47,2.880000114,91.95,0.0,0.0,0.0,0.82
SILK MOCHA,"SILK MOCHA,SOYMILK",9.05,0,0,0.0,58,2.06,7.409999847,86.8,0.0,0.0,0.206,1.44
SILK NOG,"SILK NOG,SOYMILK",12.3,0,0,0.0,74,2.46,9.840000153,82.96,0.0,0.0,0.0,1.64
SILK PLN,"SILK PLN,SOYMILK",3.29,0,0,0.400000006,41,2.88,2.470000029,91.53,0.0,0.0,0.206,1.65
SILK PLUS FIBER,"SILK PLUS FIBER,SOYMILK",5.76,0,0,2.099999905,41,2.47,2.880000114,89.69,0.0,0.0,0.206,1.44
SILK PLUS FOR BONE HEALTH,"SILK PLUS FOR BONE HEALTH,SOYMILK",4.53,0,0,0.800000012,41,2.47,2.880000114,90.92,0.0,0.0,0.206,1.44
SILK PLUS OMEGA-3 DHA,"SILK PLUS OMEGA-3 DHA,SOYMILK",3.29,0,0,0.400000006,45,2.88,2.470000029,91.13,0.0,0.0,0.206,2.06
SILK UNSWTND,"SILK UNSWTND,SOYMILK",1.65,0,0,0.400000006,33,2.88,0.409999996,93.18,0.0,0.0,0.206,1.65
SILK VANILLA,"SILK VANILLA,SOYMILK",4.12,0,0,0.400000006,41,2.47,2.880000114,91.32,0.0,0.0,0.206,1.44
SILK VERY VANILLA,"SILK VERY VANILLA,SOYMILK",7.82,0,0,0.400000006,53,2.47,6.579999924,87.41,0.0,0.0,0.206,1.65
SISYMBRIUM SP. SEEDS,"SISYMBRIUM SP. SEEDS,WHL,DRIED",58.26,0,0,0.0,318,12.14,0.0,6.1,1.486,2.023,0.902,4.6
SMART ONES,"SMART ONES,RST TKY MEDALLIONS,MSHRM IN SAU W/RICE & VEG,FRZ",14.9,22,0,1.0,84,5.0,0.300000012,78.7,0.2,0.2,0.2,0.5
SMELT,"SMELT,RAINBOW,RAW",0.0,70,65,0.0,97,17.63,0.0,78.77,0.641,0.885,0.452,2.42
SMOKED LINK SAUSAGE,"SMOKED LINK SAUSAGE,PORK&BF,FLR&NONFAT DRY MILK",3.97,65,85,0.0,268,13.97,3.0,57.4,9.93,2.26,7.82,21.43
SNACK,"SNACK,POTATO CHIPS,MADE FROM DRIED POTATOES,PLN",52.02,0,33,3.099999905,559,4.45,1.139999986,2.54,7.048,13.594,9.492,38.41
SNACKS,"SNACKS,FARLEY CANDY,FARLEY FRUIT SNACKS,W/VITAMINS A,C,&E",80.9,0,0,0.0,341,4.4,0.0,14.7,0.0,0.0,0.0,0.0
SNAIL,"SNAIL,RAW",2.0,50,65,0.0,90,16.1,0.0,79.2,0.259,0.252,0.361,1.4
SNAPPER,"SNAPPER,MIXED SPECIES,RAW",0.0,37,65,0.0,100,20.51,0.0,76.87,0.251,0.459,0.285,1.34
SOUP,"SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND",0.84,0,0,0.0,13,2.52,0.0,94.76,0.0,0.0,0.0,0.0
SOUP COMPANY,"SOUP COMPANY,CAMPBELL'S RED & WHITE,PEPPER POT SOUP,COND",7.14,20,0,0.800000012,71,3.97,0.790000021,83.0,0.0,0.0,1.19,3.17
SOUR CREAM,"SOUR CREAM,FAT FREE",15.6,9,19,0.0,74,3.1,0.389999986,80.6,0.0,0.0,0.0,0.0
SOUR CRM,"SOUR CRM,IMITN,CULTURED",6.63,0,0,0.0,208,2.4,6.630000114,71.15,0.588,0.056,17.791,19.52
SOUR DRSNG,"SOUR DRSNG,NON-BUTTERFAT,CULTURED,FILLED CREAM-TYPE",4.68,5,15,0.0,178,3.25,4.679999828,74.79,1.958,0.468,13.272,16.57
SOURDOCK,"SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)",6.5,0,0,0.0,42,2.3,0.0,89.7,0.0,0.0,0.0,0.7
SOURSOP,"SOURSOP,RAW",16.84,0,8,3.299999952,66,1.0,13.53999996,81.16,0.09,0.069,0.051,0.3
SOY FLOUR,"SOY FLOUR,DEFATTED",38.37,0,11,17.5,330,47.01,18.87999916,7.25,0.208,0.533,0.136,1.22
SOY FLR,"SOY FLR,LOW-FAT,CRUDE PROT BASIS (N x 6.25)",33.58,0,0,10.19999981,369,50.93,19.79999924,2.7,1.48,3.782,0.969,6.7
SOY MEAL,"SOY MEAL,DEFATTED,RAW",40.14,0,0,0.0,339,44.95,0.0,6.94,0.409,1.045,0.268,2.39
SOY PROT CONC,"SOY PROT CONC,CRUDE PROT BASIS (N X 6.25),ACID WASH",25.41,0,0,5.5,328,63.63,0.0,5.8,0.079,0.201,0.052,0.46
SOY PROT ISOLATE,"SOY PROT ISOLATE,K TYPE,CRUDE PROT BASIS",2.59,0,0,2.0,321,88.32,0.0,4.98,0.101,0.258,0.066,0.53
SOY SAU MADE FROM SOY&WHEAT (SHOYU),"SOY SAU MADE FROM SOY&WHEAT (SHOYU),LO NA",8.51,0,33,0.800000012,53,5.17,1.700000048,71.09,0.012,0.036,0.01,0.08
SOYBEAN,"SOYBEAN,CURD CHEESE",6.9,0,62,0.0,151,12.5,1.600000024,70.9,1.789,4.572,1.172,8.1
SOYBEANS,"SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT",9.4,0,0,0.800000012,125,13.1,0.0,67.2,0.0,0.0,0.0,7.1
SOYMILK,"SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D",3.51,0,0,0.300000012,30,2.38,2.609999895,92.69,0.202,0.426,0.005,0.77
SOYMILK (ALL FLAVORS),"SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D",7.2,0,0,0.800000012,41,1.65,3.5,89.89,0.206,0.412,0.0,0.62
SPAGHETTI,"SPAGHETTI,PROTEIN-FORTIFIED,CKD,ENR (N X 5.70)",31.66,0,0,1.700000048,164,8.08,0.0,59.73,0.026,0.095,0.032,0.21
SPAGHETTI W/ MEAT SAU,"SPAGHETTI W/ MEAT SAU,FRZ ENTREE",15.24,6,12,1.799999952,90,5.05,2.599999905,77.82,0.33,0.32,0.35,1.01
SPAGHETTIOS,"SPAGHETTIOS, Danny PhantomShaped Pasta with Sliced Franks",13.1,8,0,0.800000012,92,3.57,4.760000229,79.0,0.0,0.0,0.992,2.78
SPEARMINT,"SPEARMINT,FRESH",8.41,0,0,6.800000191,44,3.29,0.0,85.55,0.025,0.394,0.191,0.73
SPELT,"SPELT,CKD",26.44,0,0,3.900000095,127,5.5,0.0,66.56,0.0,0.0,0.0,0.85
SPICES,"SPICES,BASIL,DRIED",60.96,0,55,40.5,251,14.37,1.710000038,6.43,0.453,2.168,0.24,3.98
SPINACH,"SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT",4.8,0,25,3.700000048,34,4.01,0.50999999,88.94,0.0,0.0,0.0,0.87
SPINY LOBSTER,"SPINY LOBSTER,MXD SP,RAW",2.43,70,0,0.0,112,20.6,0.0,74.07,0.275,0.59,0.237,1.51
SPLIT PEA SOUP,"SPLIT PEA SOUP,CND,RED NA,PREP W/ H2O OR READY-TO SERVE",11.83,2,18,1.899999976,71,3.85,5.059999943,82.4,0.37,0.168,0.3,0.92
SPLIT PEA W/ HAM SOUP,"SPLIT PEA W/ HAM SOUP,CND,RED NA,PREP W/ H2O OR RTS",11.4,3,22,1.899999976,68,4.0,1.570000052,82.8,0.282,0.135,0.294,0.7
SPORTS DRK,"SPORTS DRK,FRUIT-FLAVORED,LO CAL,RTD",3.0,0,0,0.0,11,0.0,0.0,96.8,0.0,0.0,0.0,0.0
SPOT,"SPOT,RAW",0.0,60,0,0.0,123,18.51,0.0,75.95,1.33,1.09,1.45,4.9
SQUAB,"SQUAB,(PIGEON),LT MEAT WO/SKN,RAW",0.0,90,0,0.0,134,21.76,0.0,72.82,1.61,0.96,1.18,4.52
SQUASH,"SQUASH,INDIAN,CKD,BLD (NAVAJO)",3.22,0,0,1.5,16,0.31,2.019999981,96.21,0.0,0.0,0.0,0.15
SQUID,"SQUID,MIXED SPECIES,RAW",3.08,233,65,0.0,92,15.58,0.0,78.55,0.107,0.524,0.358,1.38
SQUIRREL,"SQUIRREL,GROUND,MEAT (ALASKA NATIVE)",0.0,0,0,0.0,111,19.3,0.0,75.4,0.0,0.0,0.0,3.8
STAGG CLASSIC CHILI W/BNS,"STAGG CLASSIC CHILI W/BNS,CND ENTREE",11.83,17,0,3.0,131,6.97,2.890000105,73.24,2.79,0.45,2.71,6.61
STAGG COUNTRY CHILI W/BNS,"STAGG COUNTRY CHILI W/BNS,CND ENTREE",11.74,16,0,2.400000095,129,6.27,2.369999886,73.75,3.05,0.28,2.77,6.38
STAGG DYNAMITE CHILI W/BNS,"STAGG DYNAMITE CHILI W/BNS,CND ENTREE",12.44,18,0,3.299999952,135,7.4,2.660000086,72.1,2.75,0.37,2.29,6.22
STAGG RANCHHOUSE CHILI W/BNS,"STAGG RANCHHOUSE CHILI W/BNS,CND ENTREE",12.78,19,0,3.5,115,7.78,2.319999933,74.07,1.67,0.8,1.06,3.61
STAGG SILVERADO CHILI W/BNS,"STAGG SILVERADO CHILI W/BNS,CND ENTREE",13.39,16,0,3.299999952,92,7.29,2.910000086,76.57,0.37,0.37,0.39,1.13
STEELHEAD TROUT,"STEELHEAD TROUT,DRIED,FLESH (SHOSHONE BANNOCK)",0.0,227,0,0.0,382,77.27,0.0,6.49,1.228,1.739,0.829,8.06
STEW,"STEW,MOOSE (ALASKA NATIVE)",6.0,0,0,0.5,55,6.6,0.0,86.1,0.01,0.02,0.01,0.5
STEW/SOUP,"STEW/SOUP,CARIBOU (ALASKA NATIVE)",4.8,0,0,0.100000001,41,3.8,0.0,90.0,0.0,0.02,0.01,0.7
STOUFFER'S CHICK PIE,"STOUFFER'S CHICK PIE,FRZ ENTREE",22.59,22,0,1.399999976,259,7.17,3.730000019,53.2,5.64,2.2,6.29,15.5
STOUFFER'S CRMD CHIPPED BF,"STOUFFER'S CRMD CHIPPED BF,FRZ ENTREE",7.07,25,0,0.400000006,110,7.52,3.400000095,77.84,1.54,0.29,3.31,5.71
STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,"STOUFFER'S HOMESTYLE SALISBURY STEAK IN GRAVY & MAC& CHS,FRZ",7.47,14,0,1.5,102,6.36,1.950000048,80.09,1.93,0.97,1.8,5.17
STOUFFER'S LASAGNA W/ MEAT & SAU,"STOUFFER'S LASAGNA W/ MEAT & SAU,FRZ ENTREE",12.57,13,0,1.100000024,116,8.04,2.200000048,74.27,1.28,0.23,1.9,3.77
STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,"STOUFFER'S LN CUISINE CHICK & VEG W/ VERMICELLI,FRZ ENTREE",8.91,10,0,1.299999952,78,6.68,1.5,81.51,0.6,0.36,0.63,1.7
STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,"STOUFFER'S LN CUISINE HS BF POT RST W/ WHIPPED POTATOES,FRZ",8.29,8,0,1.200000048,72,4.98,1.419999957,82.96,1.03,0.41,0.54,2.14
STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,"STOUFFER'S LN CUISINE HS STUFF CAB W/ MEAT SAU&WHPED POT,FRZ",9.07,5,0,1.5,73,4.03,2.170000076,83.28,1.1,0.35,0.64,2.28
STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,"STOUFFER'S LN CUISINE MACARONI & BF IN TOMATO SAU,FRZ ENTREE",13.23,6,0,1.700000048,91,6.07,3.900000095,77.9,0.61,0.22,0.59,1.54
STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,"STOUFFER'S LN CUISINE ORIENTAL BF W/ VEG & RICE,FRZ ENTREE",11.05,9,0,1.600000024,74,4.96,3.099999905,81.69,0.43,0.12,0.42,1.08
STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,"STOUFFER'S LN CUISINE SPAGHETTI W/ MEAT SAU,FRZ ENTREE",14.91,4,0,1.399999976,87,4.31,2.569999933,78.79,0.4,0.27,0.34,1.08
STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,"STOUFFER'S LN CUISINE SPAGHETTI W/ MEATBALLS & SAU,FRZ ENTRE",12.27,9,0,1.5,93,6.68,2.430000067,78.06,0.71,0.29,0.75,1.9
STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,"STOUFFER'S LN CUISINE SWEDISH MEATBALLS W/ PASTE,FRZ ENTREE",12.14,19,0,1.0,106,8.56,1.75999999,75.48,1.0,0.35,1.08,2.63
STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,"STOUFFER'S STUFFED PEPPERS W/ BF IN TOMATO SAU,FRZ ENTREE",8.73,8,0,1.200000048,73,3.72,2.730000019,83.88,1.01,0.17,1.01,2.57
STRAWBERRIES,"STRAWBERRIES,FRZ,UNSWTND",9.13,0,6,2.099999905,35,0.43,4.559999943,89.97,0.015,0.054,0.006,0.11
STRAWBERRY-FLAVOR BEV MIX,"STRAWBERRY-FLAVOR BEV MIX,PDR",99.1,0,0,0.0,389,0.1,95.44999695,0.4,0.0,0.0,0.0,0.2
STRUDEL,"STRUDEL,APPLE",41.1,6,17,2.200000048,274,3.3,25.75,43.5,3.267,5.315,2.044,11.2
STURGEON,"STURGEON,MXD SP,RAW",0.0,60,65,0.0,105,16.14,0.0,76.55,1.939,0.69,0.915,4.04
SUCCOTASH,"SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS",13.98,0,0,2.599999905,63,2.6,0.0,81.96,0.096,0.236,0.092,0.49
SUCKER,"SUCKER,WHITE,RAW",0.0,41,0,0.0,92,16.76,0.0,79.71,0.706,0.807,0.452,2.32
SUGAR-APPLES,"SUGAR-APPLES,(SWEETSOP),RAW",23.64,0,0,4.400000095,94,2.06,0.0,73.23,0.114,0.04,0.048,0.29
SUGARS,"SUGARS,BROWN",98.09,0,2,0.0,380,0.12,97.01999664,1.34,0.0,0.0,0.0,0.0
SUNFISH,"SUNFISH,PUMPKIN SEED,RAW",0.0,67,0,0.0,89,19.4,0.0,79.5,0.117,0.246,0.139,0.7
SUNFLOWER SD BUTTER,"SUNFLOWER SD BUTTER,WO/SALT",27.42,0,0,0.0,579,19.66,0.0,1.23,9.111,31.52,5.002,47.73
SUNFLOWER SD FLR,"SUNFLOWER SD FLR,PART DEFATTED",35.83,0,0,5.199999809,326,48.06,0.0,7.47,0.252,0.87,0.138,1.61
SUNFLOWER SD KRNLS,"SUNFLOWER SD KRNLS,DRIED",20.0,0,55,8.600000381,584,20.78,2.619999886,4.73,18.528,23.137,4.455,51.46
SUPPER BAKES MEAL KITS,"SUPPER BAKES MEAL KITS,CREAMY STROGANOFF SAU W/ PASTA",24.8,8,0,0.800000012,147,4.8,2.400000095,51.5,0.0,0.0,1.2,3.2
SWAMP CABBAGE,"SWAMP CABBAGE,(SKUNK CABBAGE),RAW",3.14,0,0,2.099999905,19,2.6,0.0,92.47,0.0,0.0,0.0,0.2
SWEET POTATO,"SWEET POTATO,RAW,UNPREP",20.12,0,12,3.0,86,1.57,4.179999828,77.28,0.001,0.014,0.018,0.05
SWEET POTATO LEAVES,"SWEET POTATO LEAVES,RAW",6.38,0,0,2.0,35,4.0,0.0,87.96,0.012,0.134,0.065,0.3
SWEET ROLLS,"SWEET ROLLS,CINN,COMMLY PREP W/RAISINS",50.9,66,41,2.400000095,372,6.2,31.72999954,24.8,4.797,7.473,3.079,16.4
SWEETENERS,"SWEETENERS,TABLETOP,FRUCTOSE,LIQ",76.1,0,0,0.100000001,279,0.0,76.0,23.9,0.0,0.0,0.0,0.0
SWEETPOTATO,"SWEETPOTATO,CND,VACUUM PK",21.12,0,13,1.799999952,91,1.65,5.0,76.03,0.008,0.084,0.041,0.2
SWORDFISH,"SWORDFISH,RAW",0.0,39,65,0.0,121,19.8,0.0,75.62,1.545,0.922,1.097,4.01
SYRUPS,"SYRUPS,TABLE BLENDS,CORN,REFINER,&SUGAR",83.9,0,0,0.0,319,0.0,0.0,15.6,0.0,0.0,0.0,0.0
Seal,"Seal, bearded (Oogruk), meat, dried (Alaska Native)",0.0,0,0,0.0,351,82.6,0.0,11.6,1.33,0.37,0.6,2.3
Snacks,"Snacks, soy chips or crisps, salted",53.15,0,111,3.5,376,26.5,1.799999952,8.5,1.661,4.018,0.0,7.35
Soup,"Soup, Swanson chickne broth",0.14,0,0,0.0,4,0.54,0.150000006,98.1,0.0,0.0,0.0,0.17
TACO BELL,"TACO BELL,BURRITO SUPREME W/ CHICK",20.51,21,0,2.400000095,179,9.84,0.0,61.0,2.56,0.795,2.352,6.42
TACO SHELLS,"TACO SHELLS,BKD,WO/ SALT",62.4,0,0,7.5,468,7.2,0.0,6.0,8.934,8.494,3.245,22.6
TAMARIND NECTAR,"TAMARIND NECTAR,CND",14.73,0,1,0.5,57,0.09,12.69999981,84.97,0.0,0.0,0.0,0.12
TAMARINDS,"TAMARINDS,RAW",62.5,0,9,5.099999905,239,2.8,57.40000153,31.4,0.181,0.059,0.272,0.6
TANGERINE JUC,"TANGERINE JUC,FRZ CONC,SWTND,DIL W/3 VOLUME H2O",11.06,0,0,0.0,46,0.43,0.0,88.1,0.01,0.014,0.007,0.11
TANGERINE JUICE,"TANGERINE JUICE,RAW",10.1,0,6,0.200000003,43,0.5,9.899999619,88.9,0.036,0.04,0.024,0.2
TANGERINES,"TANGERINES,(MANDARIN ORANGES),CND,JUC PK",9.57,0,9,0.699999988,37,0.62,8.869999886,89.51,0.005,0.005,0.003,0.03
TAPIOCA,"TAPIOCA,PEARL,DRY",88.69,0,1,0.899999976,358,0.19,3.349999905,10.99,0.005,0.003,0.005,0.02
TARO,"TARO,SHOOTS,CKD,W/SALT",3.19,0,0,0.0,14,0.73,0.0,95.3,0.006,0.033,0.016,0.08
TARO LEAVES,"TARO LEAVES,CKD,STMD,WO/SALT",4.02,0,21,2.0,24,2.72,0.0,92.15,0.033,0.168,0.083,0.41
TARO SHOOTS,"TARO SHOOTS,CKD,WO/SALT",3.2,0,0,0.0,14,0.73,0.0,95.3,0.006,0.033,0.016,0.08
TEA,"TEA,RTD,UNSWTND,WENDY'S,FAST FD,WO/ ICE",0.0,0,0,0.0,1,0.22,0.0,99.79,0.0,0.0,0.0,0.0
TEFF,"TEFF,CKD",19.86,0,0,0.0,101,3.87,0.0,74.93,0.0,0.0,0.0,0.65
TEMPEH,"TEMPEH,CKD",9.35,0,0,0.0,196,18.19,0.0,59.56,3.745,2.638,3.4,11.38
TENNIS BREAD,"TENNIS BREAD,PLN (APACHE)",53.26,0,0,2.599999905,258,9.0,3.00999999,33.77,0.12,0.59,0.27,1.05
THE BUDGET GOURMET,"THE BUDGET GOURMET,SPINACH AU GRATIN,FRZ",7.4,27,0,1.5,143,4.3,0.0,75.1,0.0,0.0,4.9,10.7
THURINGER,"THURINGER,CERVELAT,SMMR SAUSAGE,BF,PORK",3.33,74,79,0.0,362,17.45,0.850000024,45.18,12.97,1.2,11.51,30.43
THYME,"THYME,FRSH",24.45,0,0,14.0,101,5.56,0.0,65.11,0.081,0.532,0.467,1.68
TILEFISH,"TILEFISH,RAW",0.0,50,0,0.0,96,17.5,0.0,78.9,0.571,0.599,0.441,2.31
TKY,"TKY,STUFFING,MSHD POTATOE W/GRAVY,ASSORTED VEG,FRZ,MICROWAVE",16.32,14,17,1.299999952,128,6.97,4.820000172,71.16,1.235,1.087,0.89,3.89
TOASTER PASTRIES,"TOASTER PASTRIES,KELLOGG,KELLOGG'S POPTARTS,CHERRY",71.19,0,0,1.100000024,393,4.6,31.70000076,12.5,5.73,3.0,1.67,10.4
TOFU,"TOFU,OKARA",12.54,0,0,0.0,77,3.22,0.0,81.64,0.295,0.755,0.193,1.73
TOMATILLOS,"TOMATILLOS,RAW",5.84,0,8,1.899999976,32,0.96,3.930000067,91.63,0.155,0.417,0.139,1.02
TOMATO JUC,"TOMATO JUC,CND,W/SALT",4.24,0,7,0.400000006,17,0.76,3.559999943,93.9,0.009,0.024,0.008,0.05
TOMATO PRODUCTS,"TOMATO PRODUCTS,CND,SAU,W/MUSHROOMS",8.43,0,0,1.5,35,1.45,5.769999981,87.97,0.01,0.05,0.017,0.13
TOMATO SAU,"TOMATO SAU,NO SALT",8.71,0,12,1.5,42,1.3,5.21999979,89.1,0.029,0.079,0.028,0.2
TOMATO&VEG JUC,"TOMATO&VEG JUC,LO NA",4.59,0,7,0.800000012,22,0.6,3.799999952,93.5,0.016,0.042,0.014,0.1
TOMATOES,"TOMATOES,RED,RIPE,CND,W/GRN CHILIES",3.62,0,0,0.0,15,0.69,0.0,94.23,0.011,0.03,0.011,0.08
TOPPINGS,"TOPPINGS,STRAWBERRY",66.3,0,10,0.699999988,254,0.2,27.37999916,33.0,0.014,0.05,0.005,0.1
TORTELLINI,"TORTELLINI,PASTA W/CHS FILLING",47.0,42,5,1.899999976,307,13.5,0.949999988,30.5,2.066,0.461,3.6,7.23
TORTILLA,"TORTILLA,INCL PLN & FROM MUTTON SNDWCH (NAVAJO)",49.94,0,0,2.400000095,237,7.28,2.75,39.96,0.185,0.391,0.296,0.95
TORTILLA CHIPS,"TORTILLA CHIPS,LOFAT,BKD WO/FAT",80.0,0,22,5.300000191,415,11.0,0.670000017,1.7,1.66,2.87,0.85,5.7
TORTILLAS,"TORTILLAS,RTB OR -FRY,CORN,WO/ SALT",46.6,0,0,5.199999809,222,5.7,0.0,44.1,0.649,1.122,0.334,2.5
TRAIL MIX,"TRAIL MIX,REGULAR",44.9,0,0,0.0,462,13.8,0.0,9.2,12.53,9.65,5.55,29.4
TREE FERN,"TREE FERN,CKD,W/SALT",10.78,0,0,3.700000048,40,0.29,0.0,88.6,0.0,0.0,0.0,0.07
TRITICALE FLR,"TRITICALE FLR,WHOLE-GRAIN",73.14,0,0,14.60000038,338,13.18,0.0,10.01,0.183,0.794,0.318,1.81
TROUT,"TROUT,RAINBOW,WILD,RAW",0.0,59,0,0.0,119,20.48,0.0,71.87,1.129,1.237,0.722,3.46
TUNA,"TUNA,LT,CND IN H2O,DRND SOL",0.0,30,29,0.0,116,25.51,0.0,74.51,0.159,0.337,0.234,0.82
TURBOT,"TURBOT,EUROPEAN,CKD,DRY HEAT",0.0,62,0,0.0,122,20.58,0.0,70.45,0.0,0.0,0.0,3.78
TURKEY,"TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,RAW",0.0,66,0,0.0,108,24.18,0.0,74.61,0.09,0.13,0.16,0.49
TURKEY AND GRAVY,"TURKEY AND GRAVY,FROZEN",4.61,18,0,0.0,67,5.88,0.0,85.07,0.97,0.47,0.85,2.63
TURKEY BACON,"TURKEY BACON,COOKED",3.1,98,71,0.0,382,29.6,0.0,32.6,10.899,6.807,8.294,27.9
TURKEY BREAST,"TURKEY BREAST,PRE-BASTED,MEAT&SKN,CKD,RSTD",0.0,42,0,0.0,126,22.16,0.0,70.91,1.14,0.84,0.98,3.46
TURKEY HAM,"TURKEY HAM,SLICED,EX LN,PREPACKAGED OR DELI-SLICED",2.93,67,59,0.0,124,19.6,0.0,72.0,0.864,1.148,1.09,3.8
TURKEY PATTIES,"TURKEY PATTIES,BREADED,BATTERED,FRIED",15.7,75,55,0.5,283,14.0,0.319999993,49.7,7.47,4.71,4.69,18.0
TURKEY POT PIE,"TURKEY POT PIE,FRZ ENTREE",17.7,16,0,1.100000024,176,6.5,0.0,65.7,3.46,1.38,2.88,8.8
TURKEY ROLL,"TURKEY ROLL,LIGHT MEAT",5.03,34,42,0.0,98,14.79,0.0,74.87,0.421,0.255,0.318,1.66
TURKEY RST,"TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RAW",6.4,53,0,0.0,120,17.6,0.0,70.4,0.47,0.64,0.73,2.2
TURKEY SAUSAGE,"TURKEY SAUSAGE,FRSH,RAW",0.47,75,0,0.0,155,18.79,0.0,70.42,2.624,2.386,1.963,8.08
TURKEY STKS,"TURKEY STKS,BREADED,BATTERED,FRIED",17.0,64,0,0.0,279,14.2,0.0,49.4,6.92,4.39,4.38,16.9
TURKEY THIGH,"TURKEY THIGH,PRE-BASTED,MEAT&SKN,CKD,RSTD",0.0,62,0,0.0,157,18.8,0.0,70.6,2.53,2.35,2.65,8.54
